True,Predicted,Correct
aO3OG,aO3OG,True
aO7HQ,aO7HQ,True
aOane,aOane,True
aOB79,aOB79,True
aObuj,AObUj,False
aODfP,AOdfp,False
aOE1s,aOE1s,True
aOeM3,AOem3,False
AOf8P,AOf8P,True
AOFPJ,aOfpJ,False
aOgw3,aOgw3,True
AOJp1,AOJp1,True
aOJVM,aOJVM,True
aOrwW,aOrwW,True
AOt3P,AOt3P,True
aOyDa,aOyDa,True
AOZBH,AOZBH,True
aOZsZ,aOZsZ,True
ap1dW,ap1dW,True
ap6ph,ap6ph,True
ap7I8,ap7I8,True
aP7Iu,aP7Iu,True
aPa8G,aPa8G,True
APDzU,APDzU,True
ApEvV,ApEvV,True
aPFv7,aPFv7,True
aPfZd,ApfZd,False
aPg2V,aPg2V,True
aPgj6,aPgj6,True
APik9,APik9,True
aPlQm,aPlQm,True
APm5b,APm5b,True
apm6J,apm6J,True
APmzK,APmzK,True
aPOJ7,apOj7,False
APQDv,APQDv,True
apsrx,apsrx,True
apTYy,apTXy,False
aPvOg,aPvOg,True
ApvqL,ApvqL,True
APVvi,APVvi,True
ApWgV,ApWgV,True
aPztr,aPztr,True
AQ738,AQ738,True
aQciA,aQciA,True
AqcsG,AqcsG,True
AqdLI,AqdLI,True
AQeWk,AQeWk,True
aqGFn,aqGFn,True
aqhAq,aqhAq,True
aQIti,aQIti,True
aqJHY,aqJHY,True
aQkrd,aQkPd,False
aQL8e,AqL8e,False
aqLQv,aqLQv,True
aqlu1,aqIu1,False
AqOSi,AqOSi,True
aqP4k,aqP4k,True
AqPcq,AqPcq,True
aqrOC,aqrOC,True
AqT31,AqT31,True
AqUsm,AqUsm,True
aqVzt,AqvZT,False
Aqyws,AQYwS,False
AR158,AR158,True
aR9mE,aR9mE,True
AR9uj,AR9uj,True
ArAjI,ARaji,False
aRpgi,aRpgi,True
ARpKj,ARpKj,True
ArPVJ,ArPVJ,True
ArQ7V,ArQ7V,True
ARqqk,ARqqk,True
aRSRF,aRSRF,True
aRsZ2,aRsZ2,True
ARTKm,ARTKm,True
arTmc,arTmc,True
ArtvF,ArtvF,True
arTzA,arTzA,True
aru2D,ARu2d,False
arUcr,arUcr,True
ArUvv,ArUvv,True
Arvm6,Arvm6,True
ArXi8,ArXi8,True
arXpf,arXpf,True
aRziP,aRziP,True
ARzMk,ARzMk,True
AS3Nn,AS3Nn,True
as4jA,as4jA,True
As6N5,As6N5,True
as87g,as87g,True
As8C3,As8C3,True
AsadQ,AsadQ,True
ASBzj,ASBzj,True
asc5R,As65R,False
AsCQC,AsCQC,True
ASDt1,ASDT1,False
asFss,asFss,True
AsG7L,AsG7L,True
aSgrt,aSgrt,True
AsGUn,asgUn,False
ashOj,ashOj,True
asItg,asItg,True
AsKwR,AsKwR,True
ASNp7,AsNP7,False
Asnrr,Asnrr,True
aSNsp,aSNsp,True
aSP6e,aSP6e,True
asRcl,asRcl,True
ASsFa,ASsFa,True
aSvv1,ASvv1,False
asxdd,AsxDD,False
asXrE,AsxRE,False
asY4Y,asy4Y,False
aSYfw,aSYfw,True
AszVE,AszVE,True
at1rA,at1rA,True
AT7lX,AT7lX,True
aTACl,aTACI,False
atB1z,atB1z,True
ATHCa,ATHCa,True
AThIz,AThIz,True
atIJr,atIJr,True
ATJyB,ATJyB,True
AtjzD,AtjzD,True
ATlW1,ATlW1,True
Atmsl,Atmsl,True
AtrvR,AtrvR,True
AtU7S,AtU7S,True
ATV57,ATV57,True
ATwxn,ATwxn,True
atX6l,atX6,False
ATXAw,AtXAw,False
atXRD,atXRD,True
AU2vT,Au2vt,False
AU3f6,AU3f6,True
aU4FS,Au4fs,False
AU5WL,AU5WL,True
AUaOf,AUaOf,True
AucXt,AucXt,True
AUdBT,AUdBT,True
AuDSV,AUDsv,False
augj3,augj3,True
AUHMR,AUHMR,True
aUim3,AUiM3,False
auMSQ,auMSQ,True
AUNe3,AUNe3,True
aUnXH,aUnXH,True
AuP8Y,AuP8Y,True
AUpEq,AUpEq,True
auRPv,auRPv,True
Auth9,Auth9,True
AuuNy,AuuNy,True
AUwmZ,AUwmZ,True
auxKz,auxKz,True
Auyu9,Auyu9,True
Av1mG,AV1mg,False
av3ZI,av3ZI,True
aV5ju,aV5ju,True
AVaGJ,AVaGJ,True
aVcYP,AVCYp,False
aVcZM,aVcZM,True
AvFIU,AvFIU,True
aVg7e,Avg7E,False
avhq4,AvHq4,False
Avhwy,Avhwv,False
aviYY,aviYY,True
avjIT,avjlT,False
Avjwm,Avjwm,True
AvKa7,AvKa7,True
AvKGA,AvKGA,True
aVkSE,AVKse,False
aVKY7,aVKY7,True
aVlm2,Avlm2,False
aVmbn,aVmbn,True
aVNrs,AvnRs,False
AVpXR,AVpXR,True
aVq3E,aVqgE,False
aVsEH,AvsEh,False
aVSKw,aVSKw,True
avslH,AvslH,False
AVSyi,AVSyi,True
AvTLA,AvTLA,True
avVej,avVej,True
avvz3,avvz3,True
AVWDp,AVWDp,True
avx7b,avx7b,True
aVxcE,AvXce,False
AVzyc,AVzyc,True
AW56P,AW56P,True
Aw5ly,Aw5Iy,False
aw68G,Aw68G,False
aWD9X,aWD9X,True
awdLE,awdlE,False
aWEcA,aWEcA,True
aWgAL,aWgAL,True
Awlzx,Awlzx,True
AWMJ7,AWMj7,False
AWOEf,AWOEI,False
aWOWz,aWpWz,False
AWpaL,AWpaL,True
aWPjk,aWPjk,True
Awr51,Awr51,True
AwSBU,AWSBU,False
AWV57,Awv57,False
AwYiF,AwYiF,True
awzsW,awzsW,True
aX32u,aX32u,True
ax6Tg,ax6Tg,True
ax6Xq,Ax6xQ,False
aX7Je,aX7Je,True
Ax7TC,Ax7TC,True
aXaeH,aXaeH,True
aXC3g,aXC3g,True
aXDeN,aXDeN,True
aXe8T,aXe8T,True
AxGUt,AxGUt,True
AxkwM,AxkwM,True
axMGS,cxMGS,False
AxMIh,AxMIh,True
AXMwB,AXMwB,True
aXqBa,aXqBa,True
Axspu,Axspu,True
axTNM,axTNM,True
aXtvQ,aXtvQ,True
axV3A,axV3A,True
aXwL6,aXwL6,True
aXzg8,aXzg8,True
Ay1K6,Ay1K6,True
ay2FC,ay2FC,True
ay3pV,Ay3pv,False
aY7rd,aY7rd,True
aY9BQ,aY9BQ,True
AY9s3,AY9s3,True
AyAq4,AyAq4,True
AyBD3,AyBD3,True
aYbhi,aYbhi,True
AyBXy,AyBXy,True
aYcnK,AyCnK,False
AYcnU,AYcnU,True
AydJW,AydJW,True
ayhZ7,ayhZ7,True
AYI5s,ayi5s,False
ayJCI,ayJCI,True
AyJq4,AyJq4,True
aYKNn,aYKNn,True
aYMdM,aYMdM,True
ayMTi,ayMTi,True
ayOi5,ayOi5,True
aYQLn,aYQLn,True
aYSN5,aYSN5,True
AyTwS,AyTwS,True
AyTY1,AyTY1,True
ayvJ7,AYVj7,False
AYvxb,AYvxb,True
az48Q,az48Q,True
Az5Jt,Az5Jt,True
az6UQ,az6UQ,True
Az7EJ,Az7EJ,True
az8Eg,az8Eg,True
AZ8M3,AZ8M3,True
az9z9,az9z9,True
aZaGD,aZaGD,True
azapw,azapw,True
azAYm,azAYm,True
azbba,azbba,True
azbSr,azbSr,True
AZBvC,AZBvC,True
AzdXG,AzdXG,True
AzEwg,AzEwg,True
azFCF,azFCF,True
azICc,AZicc,False
Azjcc,Azjcc,True
aZkSW,aZkSW,True
aZlMx,AZlMX,False
aZmCN,aZmCN,True
AZp1P,AZp1P,True
AZQfd,AZQfd,True
azrK5,aZRK5,False
AZT85,AZT85,True
AZtCP,AZtCP,True
AZtMZ,AZtMz,False
AZZEm,AZZEm,True
b15Uw,B15uW,False
B1ATz,B1ATz,True
b1BER,B1BER,False
B1BVh,B1BVh,True
B1DMN,B1DMN,True
B1e1y,B1E1Y,False
b1pPM,b1pPM,True
B1TcR,B1TcR,True
b1UeS,b1UeS,True
B1XQF,B1XQF,True
B26f2,B26F2,False
b29pC,b29pC,True
b2dts,b2dts,True
B2dV9,B2dV9,True
b2eKn,b2eKn,True
B2etW,B2etW,True
b2fU2,B2Fu2,False
b2fxc,B2Fxc,False
b2GP6,b2GP6,True
b2GyH,b2GyH,True
B2jLX,B2jLX,True
B2lDE,B2lDE,True
b2lU5,B2LU5,False
b2MOJ,b2MOJ,True
b2pX6,b2pX6,True
B2QXb,B2QXb,True
B2yTe,B2yTe,True
B31Bp,B31Bp,True
b32yU,b32yU,True
B3akm,B3akm,True
B3eMG,B3eMG,True
b3fd1,b3fd1,True
b3fh5,b3fh5,True
B3Ihi,B3Ihi,True
b3LCv,b3LCv,True
B3Pab,B3Pab,True
B3u4E,b3u4E,False
B3vG3,B3vG3,True
B41Pq,B41Pq,True
B47JL,b47jL,False
b4GkX,b4GkX,True
b4HAu,b4HAu,True
b4JWM,b4JWM,True
B4kiA,B4kiA,True
b4QZZ,b4QZZ,True
b4RgL,b4RgL,True
b4rIa,b4rIa,True
B4sqx,B4sqx,True
b4w2F,b4w2F,True
b4wGC,b4wGC,True
b4WrY,b4WrY,True
b4Yih,b4Yih,True
B4zmP,b4ZMP,False
B52fy,B52fy,True
b5Dm9,B5DM9,False
b5qrD,b5qrD,True
b5YpO,b5YpO,True
b66rr,b66rr,True
B67Ig,B67Ig,True
b6en3,b6en3,True
B6mFk,B6mFk,True
b6nqE,b6nqE,True
b6RWJ,b6RWJ,True
b6Vdm,b6Vdm,True
B6wmh,B6wmh,True
b6xHg,b6xHg,True
b6zIK,b6zIK,True
b75ZF,b75zf,False
b77cY,b77cY,True
b7h93,b7h93,True
b7IvV,B7Ivv,False
B7OIO,B7OlO,False
b7PKG,b7PKG,True
B7sxb,B7sxb,True
B7tSu,B7tSu,True
B7vbL,B7vbL,True
B7yY3,B7yY3,True
b84xQ,b84xQ,True
b87ts,B87ts,False
b8CH3,b8ch3,False
B8IEa,B8iEA,False
B8ik1,B8Ik1,False
b8IKw,b8Kw,False
B8pnF,B8pnF,True
b8QQh,B8qqh,False
b8rbq,b8rbq,True
b8rnZ,b8rnZ,True
b8tiQ,b8tiQ,True
B8wCJ,B8Wcj,False
b8WOX,b8WOX,True
b8Z3Z,b8Z3Z,True
B92cB,B92cB,True
b962v,b962v,True
b9b2i,b9b2i,True
b9BgD,b9BgD,True
b9cdE,b9cdE,True
b9H9K,b9H9K,True
b9KEq,b9KEq,True
B9RL8,B9RL8,True
b9Ry4,b9Ry4,True
b9RYd,b9RYd,True
B9yrO,B9yTU,False
Ba3Jc,Ba3Jc,True
BA3Wh,BA3Wh,True
ba5L4,ba5L4,True
BaALu,BaALu,True
baaus,baaus,True
bABaW,bABaW,True
bAG7z,bAG7z,True
Bah75,Bah75,True
BahXX,BahXX,True
BAiBi,BA1Bi,False
baima,baima,True
baJ7B,baJ7B,True
BaJVf,BaJVf,True
bajWb,bajWb,True
BAmzq,BAmzq,True
BAnex,BAnex,True
BanmD,BanmD,True
bapuS,bapuS,True
Bar1a,Bar1a,True
bArLP,bArLP,True
BArtX,BArtX,True
bAv12,bAv12,True
bAVHQ,bAVHQ,True
BavRY,BAVRY,False
baZOz,BAzOZ,False
BB6z6,BB6z6,True
Bb7Gf,Bb7Gf,True
BB7U1,BB7U1,True
Bb9PM,Bb9PM,True
BbbDC,BPBeG,False
bbcia,bbcia,True
bbCJh,bbCJh,True
BBDDh,BBDDh,True
bbewZ,bbewZ,True
bBh42,bBh42,True
BBjJh,BBjJh,True
BBLgv,BBLgv,True
BBlHj,BBlHj,True
BbnfS,BbnfS,True
BBNw7,BBNw7,True
bbqmb,BbqmB,False
BBRVZ,BBRVZ,True
BBs5y,BBs5y,True
BbtDK,BbtDK,True
BBuLF,BBuLF,True
bC1vp,bC1yp,False
bc3bq,bc3bq,True
bC9An,bc9An,False
BcAD6,Bcad6,False
bcc6t,bcc6t,True
Bccxf,Bccxf,True
bcDa5,bcDa5,True
BCdvO,BCdvO,True
bCFaA,bCFaA,True
bCFH2,bCFH2,True
BCjPt,BCjPt,True
Bck5Z,Bck5Z,True
bClqX,bCIqX,False
BcmpF,BcmpF,True
bcP1M,Bcp1m,False
BcQpD,BcQpD,True
bCSMg,bCSMg,True
BcTst,BcTsf,False
bd1uF,bd1nF,False
bD232,bD232,True
Bd3EL,Bd3EL,True
bD3sT,bD3sT,True
bD96h,bD96h,True
Bdd7X,Bdd7X,True
bDgfK,bDgfK,True
bdhEI,bdhE1,False
BdIaw,BdIaw,True
bDiNr,bDiNR,False
bdk4S,bdk4S,True
bdkEy,bdkEy,True
BDkv9,BdKv9,False
bdMQH,bdMOH,False
BdNav,BdNav,True
BDOgi,BDOgi,True
BdOvY,BdOvY,True
BdPmh,BdPMH,False
bDREu,bDREu,True
bDROh,bDROh,True
bdT7q,bdT7q,True
bDTIj,bDTIj,True
bdVam,bdVam,True
BDx6r,BDx6r,True
Be2GT,Be2GT,True
Be9MX,Be9MX,True
BeAvf,BeAvf,True
Beb8O,Beb8O,True
BeCXn,BeCXn,True
bEd2t,bEd2t,True
bEeA5,bEeA5,True
BEEsW,BEEsW,True
beExZ,beExZ,True
BeFMr,BePMr,False
BeGeE,BeGeE,True
BehF6,BehF6,True
beieG,beieG,True
bEiIJ,bEiIJ,True
beiYO,beiYO,True
BeJ1l,BeJ1l,True
BEjGy,BEjGy,True
BeLau,BelAU,False
BeLTj,BeLTj,True
BEmS2,BEmS2,True
BeQig,BeQig,True
BetES,BetES,True
BEtzc,BEtzc,True
Beup5,Beup5,True
BeWKr,BeWKr,True
BeXW2,BEXw2,False
beZd6,beZd6,True
bEzOS,BeZOs,False
bf3Gr,bf3Gr,True
bF4jE,bF4jE,True
BF4v8,BF4v8,True
bFA5F,bFA5F,True
bfAQu,bfAQu,True
BFb5p,BFb5p,True
BFcXN,BFcXN,True
bFD2R,bFD2R,True
bFdkQ,bFdkQ,True
bfdXs,bfdXs,True
BfeXZ,BfeXZ,True
BFgmj,BFgmj,True
bFjhM,bFjhM,True
BfKv3,BfKv3,True
BfmjI,Bfmjl,False
BFmM4,BFmM4,True
BFOEn,BfOeN,False
bFPeE,bFPeE,True
BFpPD,BFpPD,True
bFPQP,bFPQP,True
BFQes,BFQes,True
BfqiN,BfqiN,True
BFQRn,BFQRn,True
bfseL,bfseL,True
bfSy8,bfSy8,True
bFtIE,bFtIE,True
bFuRH,bFuRH,True
bfWJu,bfWJu,True
bFxSj,bFxSj,True
bfyjW,bfyjW,True
BFzQc,BFzQc,True
BfZTb,BfZTb,True
bFZYh,bFZYh,True
bg3wT,bG3wT,False
BG7aP,BG7aP,True
BgadI,BGadi,False
BGDM1,bgdM1,False
bgE2p,bgE2p,True
BGFes,BGFes,True
bgFyl,bgFyl,True
BGhUv,BGhUv,True
BGJ3k,BGJ3k,True
BgjX1,BgjX1,True
bGJzf,bGJzf,True
BGKZg,BGKZg,True
BGLG2,BGLG2,True
BgMz3,BgMz3,True
bGqFx,bGqFx,True
BgULB,BgULB,True
bgUrH,bgurh,False
bgUtJ,bgUtJ,True
BGUy3,BGUy3,True
bGvIT,bGvIT,True
bGw7w,bGw7w,True
BgWlz,bGwlz,False
BGxM5,BGXM5,False
Bgxya,BGxYa,False
bGY5N,bGY5N,True
bGYQy,bGYQy,True
BGYVk,BGYVk,True
bh2IO,bh2IO,True
Bh4Ew,Bh4Ew,True
Bh7CW,Bh7CW,True
BH9Qj,BH9Qj,True
Bhcth,Bhcth,True
BHCtS,BHClS,False
BHehe,BHehe,True
BHG9E,BHG9E,True
BHiBt,BHiBt,True
bHICf,bHICf,True
bHjfB,bHjfB,True
bHjUf,BHJuf,False
BHLM4,BHLM4,True
bhM3Z,bhM3Z,True
BhO42,BhO42,True
BhQdH,BhQdH,True
BhSeW,BHsew,False
BHTMe,BHTMe,True
bhtQc,bhtQc,True
BHUNb,BHUNb,True
BhURb,BhURb,True
bhXxr,bhXxr,True
bHyRn,bHyRn,True
bHYXu,bHYXu,True
BHZns,BHZns,True
BHZZJ,BHZZJ,True
Bi2Hg,Bi2Hg,True
Bi3hP,Bi3hP,True
BI3iZ,BI3iZ,True
BiCV1,BiCV1,True
biDIC,biDIC,True
biEkx,BiEkx,False
BiEZw,BIEZw,False
BIf3n,biF3n,False
bigbT,bigbT,True
BIICs,BIICs,True
biiKU,biiKU,True
bIK1T,b1K1T,False
BiMf2,BiMf2,True
BImGm,BlmGm,False
bIpZr,bIpZr,True
BIS6w,BIS6w,True
bitxJ,biTxj,False
bixBM,biXbm,False
BiY3O,BiY3O,True
Biybc,Biybc,True
BiZWh,BiZWh,True
Bj1fG,BjjfG,False
Bj6Wz,Bj6Wz,True
bJASq,bJASq,True
BJBaI,BJBaI,True
bjbEp,bJBEp,False
bjCvv,bjCvv,True
bJh7Z,bJh7Z,True
bjiEt,bjiEt,True
bJjxJ,bjjxJ,False
bJl9F,bJI9F,False
bJNc1,bJNc1,True
BJNc5,BJNc5,True
bjpDf,bjpDf,True
bJPis,bjpis,False
BjQsG,BjQsG,True
BjqvS,BjqvS,True
bJsBu,bJsBu,True
bJtI7,bJtI7,True
bju95,bju95,True
BJuiR,BJuiR,True
BK1ZU,BK1ZU,True
bk7FG,bk7FG,True
bK9Xf,bK9Xf,True
BK9Z4,BK9Z4,True
bKe4L,bKe4L,True
BkEIg,BkEIg,True
BkEUv,BKeUv,False
bkEvY,BKeVy,False
bKHj7,bKHj7,True
bklEj,bkIEj,False
BkM5W,BkM5W,True
BKMcl,BKMcl,True
bKnhU,bKnhU,True
bKq2O,BKq2O,False
bkqbI,BKQbi,False
BKRhb,BKRhb,True
bKszc,bKsze,False
bkVdc,bkVde,False
bKWrz,bKWrz,True
bkxLF,bkxLF,True
bKynF,bKynF,True
Bkz9A,Bkz9A,True
BL5qh,BL5qh,True
BL5Xm,bL5Xm,False
bL7FN,bL7FN,True
bl9aZ,bl9aZ,True
bla5n,bla5n,True
blAgp,blAgp,True
blCmd,BlCMD,False
BLDgm,BLDgm,True
BLdJs,BLdJs,True
BLdqV,BLdqV,True
BLFMl,BLFMI,False
BLG8P,BLG8P,True
blgcu,blgcu,True
BLGYC,BLGYC,True
bLHqq,bLHqq,True
bLjOW,bLjOW,True
BLkxi,BLkxi,True
Bll3f,bLL3F,False
BLl71,BLl71,True
blLUF,blLUF,True
blOIB,blOlB,False
blqXL,blqXL,True
blwUy,blwUy,True
blYiQ,blYiQ,True
BLZ8K,BLZ8K,True
bLzET,bLzET,True
bLZFr,bLZFr,True
bM5c7,bM5c7,True
bM8bZ,bM8bZ,True
BmB2A,BmB2A,True
bmCbE,bmCbE,True
bmDWL,bmDWL,True
bmgfT,bmgfT,True
BMGlv,BMGlv,True
BmJaW,BmJaW,True
BMJcz,BMJcz,True
bmK4F,bmk4F,False
bmNLw,bmNLw,True
bMNsd,BmNSd,False
BMnxC,BMnxC,True
BMp11,BMp11,True
BMP6x,BMP6x,True
bMpHg,bMpHg,True
bmUSW,bmUSW,True
BmvFS,BmvFS,True
bMvKS,bMvKS,True
BmXib,BmXib,True
bmxxa,bmxxa,True
bN19a,bN19a,True
bN3UO,bN3UO,True
bN6EB,bN6EB,True
bN7R1,Bn7R1,False
bNaFF,bNaFF,True
bnAiK,bnAiK,True
bNaKR,bNaKR,True
BnaMN,BnaMN,True
BnaVu,BnaVu,True
bNeEJ,bNEEJ,False
BNEJu,BNEJu,True
BneYY,BneYY,True
bNfyV,bNfyV,True
BNfZu,BNFZu,False
BNig5,BNig5,True
bnisj,bnisij,False
bnmJ8,bnmJ8,True
bnNcy,bnNcy,True
bNnIS,bNnIS,True
BNNKn,BNNKn,True
bnORA,bnORA,True
bNqaj,bNqaj,True
bnreG,bnreG,True
bnRej,bnRej,True
bNS79,BnS79,False
BNuIf,BNUIf,False
bnUWA,bnUWA,True
Bnw9r,Bnw9r,True
bNymu,bNymu,True
bnZB8,bnZB8,True
bO6Mu,bO6mU,False
bO92T,bO92T,True
BObKh,BObKh,True
bOdLc,bOdLc,True
BOeMQ,BOeMQ,True
BOFxO,BOFxO,True
bONzT,bONzT,True
bOpfM,bOpfM,True
bOq3K,BOq3K,False
BOrOF,BOrOF,True
BOsci,BOsci,True
BOub7,BOub7,True
BOVGI,BOVgi,False
bOwBZ,bOwBZ,True
Bp1NS,Bp1NS,True
bp1zJ,bp1zJ,True
BPaZe,bpazE,False
bPCzD,bPCzD,True
BPdKn,bpDKn,False
bPjA8,bPjA8,True
bPlCR,bPlCR,True
bplsB,bplSb,False
BpmbS,BpmbS,True
bpmhg,bpmhg,True
bPOdA,bPOdA,True
BPPTs,BPPTs,True
BpS9R,BpS9R,True
bPSad,bPSad,True
bpsKU,bpsKU,True
BPTid,BPTid,True
bpUG2,bpUs2,False
bpUTa,BpUTA,False
BPVUm,BPVUm,True
bPwDx,bPwDx,True
bpxL7,bpxL7,True
BpXVE,BpXVE,True
bpxvp,bpxvp,True
BPY3N,BPY3N,True
bpYO7,bpYO7,True
bpZ2N,bpZ2N,True
Bq2EH,Bq2EH,True
bQbN7,bQbN7,True
bqDlA,bqDlA,True
Bqdnk,Bqdnk,True
BQEQ2,Bqeq2,False
bQesF,bQesF,True
Bqf5m,Bqf5m,True
Bqfft,Bqfft,True
BQFx4,BQFx4,True
bqgb6,bqgb6,True
bqj99,bqj99,True
BQjgG,BqJGg,False
bqJZa,bqJZa,True
bqLeu,bqLeu,True
bQlh7,bQIh7,False
bQlkf,bQIkf,False
bqLyl,bqlYL,False
BQM6p,BQM6p,True
BqnlF,BqnlF,True
BQQsS,BQQsS,True
bQrxj,bQrxj,True
bqRYE,bqRYE,True
Bqw99,BQw99,False
BqwKc,BqwKc,True
bqwLJ,bqwLJ,True
bQxOL,bQxOL,True
BQXy3,BQXy3,True
BqYSe,BqYSe,True
bqzAS,bqZAs,False
Br2d1,Br2d1,True
br3Bj,br3Bj,True
br41q,br41q,True
Br42t,Br42t,True
BR5Bn,BR5bn,False
Br6ex,Br6ex,True
br7KI,br7KI,True
Br9Vy,BR9VY,False
BrA5N,bRA5n,False
brba8,brba8,True
BrdUJ,BrgUJ,False
BRgRR,BRgRR,True
BrI9E,BrI9E,True
brJky,brJky,True
BRLjL,BRLjL,True
brOc2,brQc2,False
bRpFT,bRpFT,True
brQKd,brQKd,True
bRQTJ,bRQTJ,True
brS5F,brs5f,False
BRsUj,BRsUj,True
brt46,brt46,True
BRTPB,BRTPB,True
bRUBS,BRubs,False
brUOj,brUOj,True
bRwBS,bRwBS,True
brwcm,brwcm,True
BrWgn,BrWgn,True
brWrC,brWrC,True
BrWxu,BrWxu,True
BrZd9,BRZd9,False
Bs2Eh,Bs2Eh,True
Bs4FR,Bs4FR,True
bs6BR,bs6BR,True
BsATQ,BsATQ,True
bSB68,bSB68,True
BsDdJ,BsDdJ,True
Bsdnj,Bsdnj,True
bsf4U,bsf4U,True
BsFsM,BsFsM,True
bsGff,bsGff,True
bSi1O,bSi1O,True
bsIAc,bsIAc,True
BsIXb,BslXb,False
bSj74,bSj74,True
bSL4O,bSL4O,True
BSL81,BSL81,True
bSNfe,bsNfE,False
BsQxZ,BsQxZ,True
BSRRD,BSRRD,True
BSrwE,BSrwE,True
bsS4W,bsS4W,True
BSTyD,BSTyD,True
bsUdC,bsUdC,True
bSuqI,bSuqI,True
bswAz,bswAz,True
bSYfX,bSYfX,True
bsymF,bsymF,True
bSyY1,bSyY1,True
BSzxh,BSzxh,True
bT32u,bT32u,True
BT4IZ,BT4Iz,False
BT6P8,BT6P8,True
bT81i,bT81i,True
btAsY,btAsY,True
BtCED,BtCED,True
btCRy,BTcrY,False
BTDeN,BTdEn,False
btdLs,htdLs,False
BTelW,bTelw,False
bTfd4,bTfd4,True
bTFtp,BTFTp,False
btgWF,BTGWf,False
BTHDK,BTHDK,True
BtIH7,BtlH7,False
BTIR8,BTIR8,True
btL54,btL54,True
btlbR,btlbR,True
BtmJ8,BtmJ8,True
BTnCb,BTnCb,True
bTOiJ,bTOiJ,True
BTpjm,BTpjm,True
btqFz,btqFz,True
BtszC,BtszC,True
btVFx,btvFx,False
BTvGS,BTvGS,True
btWP4,btWP4,True
btwqb,btwqb,True
BTXg4,BTXg4,True
bTxNa,bTxNa,True
bTycq,bTycq,True
BTYZG,BTYZG,True
Bu3Sm,Bu3Sm,True
Bu6Jn,Bu6Jn,True
bu9a5,bu9a5,True
buAtn,buAtn,True
bubbT,BU8Bt,False
bUcA5,bUcA5,True
bUE61,bUE61,True
BuE8U,BuE8U,True
Buegw,Buegw,True
bUfb2,bUfb2,True
BuFVF,BuFVF,True
bUHJN,bUHJN,True
buIKK,buIKK,True
bUnCY,bUnCY,True
BUqJj,BUqJj,True
buRcL,buRcL,True
BurV1,BurV1,True
bUsGJ,bUsGJ,True
BuUzr,BuUzr,True
Buwka,Buwka,True
bUwuU,bUwuU,True
BuY2c,BuY2c,True
buYQz,5uYQz,False
Bv6vO,Bv6vO,True
bv7XL,bv7XL,True
BVAtj,BVAtj,True
BvCGK,BvCGK,True
bVGxY,bVGxY,True
BVhLZ,BVhLZ,True
BVI4j,BVI4j,True
bVivi,bVlvi,False
bVJeQ,BvJEq,False
bVkcf,bVkcf,True
BvKrY,BvKrY,True
bVMce,BvmcE,False
bVmRX,bVmRX,True
bvOG6,bvOG6,True
bVRuD,bVRuD,True
BvS1E,BvSiE,False
bVs7T,bVs7T,True
bvSb3,bvSb3,True
Bvsyi,Bvsyi,True
BvttC,BvttC,True
BvUbM,BvUbM,True
BvUCJ,BvUCJ,True
BvuE3,BvuE3,True
Bvx3W,Bvx3W,True
bvz4t,BVZ4T,False
bW1AF,bW1AF,True
BW1VD,BW1VD,True
BW4XZ,BW4XZ,True
Bw78P,Bw78P,True
bWBI5,BwbI5,False
bWblS,bWblS,True
bwBQz,bwBQz,True
BwcbD,BwcbD,True
BwdsU,BwdSU,False
bWfIA,bWfIA,True
BWfus,BWfus,True
BwfVO,BwfVO,True
bwfw9,bwfw9,True
BWGu4,BWGu4,True
bwicd,bwicd,True
bwJ92,bwJ92,True
BWJLk,BWJLk,True
BwJrJ,BwJrJ,True
BWL6S,BWL6S,True
BWlMX,BWlMX,True
BWu42,BWu42,True
BwVA7,BwVA7,True
BWvVI,BWvVI,True
BwXUv,BwXUv,True
bX2kO,bX2kO,True
Bx42d,Bx42d,True
bx5G9,bx5G9,True
BX8bB,BX8bB,True
Bx8eh,Bx8eh,True
BxbCQ,BxbCQ,True
BXBVF,bxbVF,False
bxdHB,bxdHB,True
bxFh1,bxFh1,True
bXh1q,bXHlq,False
bxI2f,bXi2F,False
BxiRl,BxiRl,True
bXk4I,BXK4i,False
bxKGb,bxKGb,True
bxKRZ,bxKRZ,True
BxkUj,BxkUj,True
BXLYG,BXLYG,True
bxmJr,bxmJr,True
BxOKy,BxOKy,True
bXpTJ,bXpTJ,True
bXqHn,bXqHn,True
bxRDu,bxRDu,True
Bxt2X,Bxt2X,True
bxUCE,bxUCE,True
BxW1c,BxW1c,True
BXWlW,BXWlW,True
BXYSS,BXYSS,True
bxzIE,bxzlE,False
BXzzC,BXzzC,True
BY7lB,BY7lB,True
by851,by851,True
By9ri,By9ri,True
ByBkM,ByBkM,True
byd7d,byd7d,True
byDvf,byDvf,True
bYeFJ,bYeFJ,True
Byesk,bYesK,False
byiXb,byiXb,True
Byk2W,Byk2W,True
bynXR,bynXR,True
bYqEE,bYqEE,True
bYQL7,bYQL7,True
bYSpN,bYSpN,True
bywVq,ByWVq,False
Byxcw,Byxcw,True
byyTz,byytz,False
BZ3CV,BZ3CV,True
BZ5SZ,BZ5SZ,True
Bz6PI,Bz6PI,True
BZfPK,BZfPK,True
bZgHX,bZgHX,True
BzH2c,BzH2C,False
Bzh85,Bzh85,True
bziaT,bziaT,True
BZING,BZING,True
bZJaz,bZJaz,True
BzjcN,BzjcN,True
bzjuV,bzjuV,True
BZLfq,BZLfq,True
